"limit_bal","sex","education","age","bill_amt","pay_amt"
50000,"female","university",53,46940,2188
390000,"male","graduate_school",35,28804,20000
20000,"male","university",48,7186,2000
210000,"female","university",27,190,0
340000,"female","graduate_school",29,2688,11486
50000,"female","university",56,50586,2000
520000,"female","high_school",54,653062,28500
500000,"female","graduate_school",44,522,20007
500000,"female","graduate_school",41,4513,4375
420000,"female","graduate_school",36,20326,1479
140000,"female","graduate_school",52,1388,0
260000,"female","university",35,188,188
100000,"female","graduate_school",24,-78,0
200000,"female","university",36,131694,4269
140000,"female","university",27,136899,5200
30000,"female","graduate_school",37,8301,1191
220000,"female","graduate_school",31,3785,1142
50000,"male","graduate_school",45,48719,2212
50000,"male","university",23,40698,2000
140000,"female","university",31,390,0
290000,"female","university",49,52547,2542
50000,"male","graduate_school",46,49386,2000
700000,"female","graduate_school",39,99259,5000
50000,"female","graduate_school",27,33202,2000
230000,"female","high_school",30,134272,107000
70000,"female","graduate_school",29,47310,4500
190000,"female","graduate_school",29,188463,6536
380000,"male","other",48,17670,10233
50000,"male","university",42,7217,1200
100000,"female","university",43,1597,2491
160000,"female","graduate_school",26,2198,9155
130000,"female","university",25,668,1200
90000,"male","high_school",42,48674,2300
500000,"female","university",27,195140,11613
110000,"female","university",24,90929,3550
110000,"male","university",32,97510,3300
210000,"female","graduate_school",46,15655,4854
290000,"female","graduate_school",46,113618,34507
320000,"female","graduate_school",30,8144,7500
50000,"female","university",41,49487,0
170000,"male","university",29,23070,164000
200000,"male","graduate_school",42,125722,12400
250000,"female","university",75,52874,1631
70000,"female","graduate_school",22,71501,1966
130000,"female","high_school",23,109592,5733
170000,"female","university",34,156526,7500
200000,"male","graduate_school",42,168289,8000
380000,"female","graduate_school",42,326,326
140000,"male","university",30,138421,5000
240000,"male","graduate_school",28,326,326
150000,"male","graduate_school",27,56918,3000
60000,"female","university",24,23851,1700
60000,"female","high_school",48,49890,2000
60000,"female","university",40,61756,2200
90000,"female","university",24,124457,6600
80000,"male","graduate_school",35,7988,3983
80000,"female","university",22,73954,5400
130000,"female","university",27,3359,0
80000,"female","graduate_school",24,39813,9425
230000,"female","university",28,0,0
100000,"female","graduate_school",30,28383,5000
280000,"male","graduate_school",47,2180,251
400000,"female","university",34,41305,206032
130000,"female","university",34,9383,1317
500000,"male","graduate_school",53,7196,0
390000,"female","graduate_school",27,78549,4500
50000,"male","high_school",26,42040,2000
500000,"female","graduate_school",29,36051,2065
340000,"male","university",29,5060,7604
340000,"female","high_school",28,6780,3629
50000,"female","graduate_school",22,49772,1778
100000,"male","graduate_school",39,1442,1261
50000,"female","graduate_school",37,43886,2500
50000,"female","university",31,40019,2006
20000,"male","university",32,14662,1500
480000,"female","university",35,227221,51000
50000,"female","university",40,46319,4000
30000,"male","high_school",55,2395,0
110000,"male","graduate_school",30,88312,4200
80000,"female","university",30,6393,0
160000,"male","university",37,3090,52165
360000,"female","graduate_school",29,15854,1000
20000,"male","university",38,17973,1699
310000,"male","graduate_school",47,960,1869
230000,"male","graduate_school",38,1902,2170
50000,"male","graduate_school",38,390,770
20000,"female","university",26,7072,2
160000,"male","university",48,0,0
60000,"male","university",51,27293,1450
80000,"female","graduate_school",35,3614,0
310000,"male","graduate_school",43,0,0
130000,"male","high_school",43,1261,1705
50000,"female","university",29,30517,4000
300000,"male","university",29,49917,5000
120000,"male","university",27,110162,0
110000,"female","graduate_school",48,0,0
230000,"female","university",47,0,0
60000,"female","graduate_school",28,23518,2700
360000,"female","university",45,0,2500
20000,"male","university",40,836,836
40000,"female","university",38,40125,2006
320000,"female","university",34,3825,3000
110000,"female","graduate_school",26,58716,2500
100000,"female","high_school",35,79277,3580
50000,"male","university",34,4166,0
120000,"female","graduate_school",27,390,390
290000,"female","university",34,58481,2000
280000,"female","university",43,273535,12000
20000,"female","high_school",56,19774,2009
210000,"female","university",42,0,0
70000,"female","graduate_school",50,64315,3000
50000,"male","university",39,51998,0
220000,"female","graduate_school",28,2956,2968
70000,"female","high_school",40,60525,14011
130000,"female","graduate_school",32,114227,5000
420000,"male","graduate_school",32,60825,1407
170000,"female","university",23,139172,4970
130000,"male","high_school",40,88222,3515
40000,"male","high_school",49,34470,2000
310000,"male","graduate_school",28,272588,9978
260000,"female","university",36,7258,2037
50000,"male","university",40,18485,1166
300000,"female","graduate_school",31,149893,7000
280000,"female","graduate_school",39,1726,350
50000,"female","university",30,4959,0
430000,"female","graduate_school",42,9777,75276
200000,"female","graduate_school",55,110778,3796
50000,"female","university",27,42391,3000
320000,"male","graduate_school",52,293481,10104
500000,"female","graduate_school",25,119193,70005
140000,"female","university",32,739,0
140000,"female","university",35,62244,2000
30000,"male","university",24,21788,1700
230000,"female","high_school",36,232115,22
230000,"female","university",31,10190,49777
30000,"female","university",35,0,741
100000,"male","high_school",37,31647,2129
130000,"male","university",27,131406,5000
160000,"female","high_school",40,93287,3230
130000,"female","university",46,125557,2498
50000,"female","university",32,0,0
30000,"female","university",59,27620,1449
80000,"female","university",38,62622,3208
100000,"female","high_school",32,24002,2781
110000,"male","graduate_school",40,8481,4980
280000,"female","high_school",46,1401,5201
50000,"male","graduate_school",22,5137,1300
90000,"male","high_school",35,86821,4000
360000,"female","graduate_school",30,13861,7884
360000,"female","university",26,17084,1400
80000,"female","high_school",43,80707,3332
50000,"male","graduate_school",33,12632,1000
290000,"male","university",36,154923,6507
300000,"female","graduate_school",33,58719,3000
110000,"female","graduate_school",25,63594,2260
220000,"male","university",37,13429,2500
230000,"male","university",47,996,1000
80000,"female","high_school",40,80855,2800
280000,"female","high_school",51,2158,0
290000,"female","university",29,112676,4500
360000,"female","graduate_school",31,-4,438
230000,"female","graduate_school",26,3741,0
50000,"female","graduate_school",27,39607,5014
60000,"male","university",40,53896,2500
280000,"male","graduate_school",31,148186,5000
450000,"male","graduate_school",42,2549,20449
170000,"male","university",26,30779,1675
390000,"female","university",29,10598,1571
210000,"male","university",40,5130,15266
10000,"female","university",21,7888,1383
340000,"female","university",36,3058,1087
170000,"male","graduate_school",48,6203,5079
80000,"female","graduate_school",23,71487,2157
100000,"female","university",40,40626,2000
50000,"female","university",25,66881,0
30000,"female","university",34,29678,0
30000,"male","university",26,24079,2500
20000,"male","university",34,16112,1300
240000,"female","university",34,626,1921
260000,"female","graduate_school",42,16827,1500
250000,"female","graduate_school",40,16503,0
150000,"female","graduate_school",54,152059,7100
120000,"male","high_school",36,326,326
220000,"male","graduate_school",32,8757,9
140000,"male","graduate_school",49,136128,4756
20000,"male","high_school",55,3413,0
430000,"male","graduate_school",34,435,183
120000,"female","university",27,1164,1671
50000,"female","high_school",70,54084,0
50000,"male","university",40,14633,1218
360000,"female","graduate_school",28,2400,2500
80000,"male","high_school",41,76015,3008
50000,"female","university",23,47053,1842
380000,"female","high_school",56,0,1349
60000,"female","high_school",46,44030,1500
470000,"male","university",45,293261,18000
220000,"female","high_school",46,214274,11000
310000,"male","graduate_school",32,217464,8500
100000,"female","graduate_school",41,31786,3680
30000,"male","graduate_school",35,14489,1500
180000,"male","university",31,130171,1110
80000,"male","graduate_school",26,56808,3000
200000,"female","graduate_school",37,74418,3251
280000,"female","university",29,7545,2709
50000,"male","graduate_school",23,11306,1069
50000,"male","university",24,17961,1700
200000,"female","university",36,198807,10700
30000,"male","graduate_school",28,9799,2350
360000,"female","university",49,338321,12323
10000,"male","university",35,5828,2000
100000,"female","university",25,59219,2197
70000,"female","university",37,68886,2850
100000,"male","university",27,33628,36066
210000,"female","graduate_school",29,217220,7700
110000,"male","university",26,60808,196
100000,"female","university",29,7815,5000
90000,"female","university",24,76453,2500
200000,"female","graduate_school",39,126082,6216
30000,"female","high_school",24,18103,900
150000,"female","graduate_school",35,329,0
50000,"female","university",24,43638,2200
230000,"female","university",30,74664,3000
150000,"female","university",26,94347,5000
320000,"female","high_school",35,157249,6000
50000,"female","high_school",47,12785,19982
50000,"male","graduate_school",35,49241,1600
130000,"female","university",35,42950,2036
50000,"female","university",29,5520,0
270000,"female","university",43,94125,1326
360000,"male","university",41,0,0
50000,"female","university",46,50471,0
30000,"female","university",42,9985,1176
20000,"female","university",25,17950,2000
270000,"male","high_school",47,161999,6000
10000,"female","university",40,6160,1123
170000,"male","university",30,416,832
50000,"male","university",26,0,0
280000,"female","university",38,236583,10000
70000,"male","high_school",51,54968,0
180000,"female","graduate_school",28,950,4369
180000,"male","graduate_school",37,49531,45612
240000,"female","high_school",36,-608,5000
130000,"female","high_school",25,250,174
310000,"female","high_school",31,214190,9000
200000,"female","university",43,180680,8155
360000,"male","graduate_school",40,21489,41088
50000,"female","high_school",41,23043,1700
360000,"male","graduate_school",29,90071,3032
50000,"female","high_school",59,47822,2009
50000,"male","university",27,26380,1000
280000,"female","university",38,237821,11000
200000,"male","graduate_school",48,5472,4318
500000,"male","high_school",39,32647,1832
50000,"male","graduate_school",24,50716,3029
180000,"female","university",31,173517,10122
30000,"female","university",38,26664,3582
60000,"male","university",46,57487,2706
360000,"female","university",31,3386,5964
120000,"male","high_school",53,291,291
390000,"female","university",37,200927,17843
70000,"male","university",45,9728,0
80000,"female","high_school",55,76414,3100
450000,"female","graduate_school",30,46244,1599
90000,"female","university",23,11333,4234
250000,"male","graduate_school",31,0,0
120000,"male","university",25,11147,2446
300000,"female","university",33,248832,11000
270000,"female","university",34,128620,2222
30000,"male","university",46,12485,1221
120000,"male","graduate_school",29,25602,5000
280000,"male","graduate_school",31,168382,10000
90000,"female","university",28,41138,2000
30000,"female","university",32,27807,0
420000,"female","graduate_school",45,0,23621
80000,"female","university",42,16959,1235
30000,"male","graduate_school",52,15743,1300
210000,"male","graduate_school",30,0,0
150000,"male","graduate_school",26,131490,16441
50000,"female","university",52,43343,1300
470000,"male","graduate_school",37,134561,150055
60000,"female","university",57,20866,2000
30000,"female","university",31,16207,4000
90000,"female","graduate_school",24,491,0
110000,"female","graduate_school",27,101640,5500
310000,"male","university",32,11416,5000
180000,"female","university",25,109030,78266
50000,"female","university",42,50221,2215
440000,"male","graduate_school",64,427038,20000
220000,"male","university",41,45075,8840
80000,"male","graduate_school",30,6187,504
50000,"male","university",24,17331,1600
230000,"male","high_school",29,237332,8000
200000,"male","university",34,0,0
160000,"female","graduate_school",40,0,0
160000,"female","high_school",47,396,396
150000,"female","university",30,65591,0
220000,"female","university",47,137736,5100
230000,"female","graduate_school",28,231591,4650
110000,"female","high_school",41,101316,5300
240000,"female","graduate_school",33,2193,0
50000,"male","university",36,2400,0
150000,"male","university",33,87721,7200
360000,"female","graduate_school",27,79837,27465
180000,"male","university",29,5265,0
260000,"female","graduate_school",40,2500,0
20000,"female","graduate_school",24,7919,1000
200000,"male","high_school",48,2772,4127
140000,"female","high_school",24,126546,4922
500000,"male","graduate_school",35,3938,82392
300000,"female","high_school",27,105786,9000
50000,"female","university",27,26655,1800
300000,"male","high_school",29,103792,8401
180000,"female","university",28,300,500
340000,"female","university",47,196112,6446
150000,"female","university",24,108924,4000
100000,"female","university",42,8166,1140
400000,"male","graduate_school",35,0,2720
90000,"female","graduate_school",27,1179,7020
380000,"female","university",44,1040,0
110000,"female","university",33,84880,8300
530000,"female","university",39,398763,17016
350000,"male","high_school",44,3265,2686
50000,"male","university",39,48493,2109
150000,"female","graduate_school",27,346,21379
470000,"male","graduate_school",38,33277,1869
500000,"male","graduate_school",43,4125,5864
150000,"male","university",32,146785,3300
360000,"female","university",39,1220,170
200000,"male","university",38,8565,85000
80000,"female","other",25,72732,3201
340000,"male","graduate_school",38,86057,5000
100000,"female","university",42,3256,0
290000,"female","graduate_school",31,632,0
200000,"female","university",45,193641,4543
110000,"female","university",62,33536,3000
50000,"female","university",27,50151,1724
50000,"male","university",24,14937,3027
180000,"female","university",36,111190,6000
20000,"male","high_school",43,6085,1045
320000,"male","university",32,43265,1528
20000,"female","university",24,10361,10000
150000,"female","graduate_school",25,0,0
150000,"male","university",38,509,14310
110000,"female","university",32,75505,0
80000,"female","university",34,84720,3808
200000,"male","university",31,5433,20710
250000,"female","high_school",27,324204,5000
60000,"female","university",35,60505,2300
80000,"male","high_school",42,390,1780
30000,"female","high_school",22,29793,0
260000,"male","university",34,54448,2017
440000,"female","graduate_school",37,5302,13333
300000,"female","high_school",39,-3928,1720
200000,"female","university",50,4608,0
200000,"male","graduate_school",45,0,479
150000,"female","university",23,7795,7000
360000,"female","graduate_school",31,304,8288
80000,"male","university",36,59223,1141
240000,"male","graduate_school",29,17882,403
50000,"male","other",45,33634,2000
240000,"female","university",35,109226,5500
120000,"female","university",25,0,0
230000,"female","university",27,73521,4000
30000,"male","university",36,28083,0
80000,"female","graduate_school",27,77967,3565
50000,"male","high_school",55,42166,2200
180000,"male","university",33,37565,3006
160000,"male","other",33,144,6636
60000,"female","university",24,29717,2076
30000,"female","graduate_school",26,13890,2000
250000,"male","graduate_school",35,2746,1666
150000,"female","graduate_school",31,18395,312
210000,"female","university",29,1767,0
350000,"female","university",33,293303,50070
500000,"male","graduate_school",43,0,0
50000,"male","graduate_school",22,47726,5500
50000,"male","graduate_school",23,34376,1806
70000,"male","graduate_school",28,72605,0
290000,"male","university",29,1199,2000
500000,"male","graduate_school",54,2634,1119
210000,"female","university",31,168161,5000
200000,"female","high_school",54,880,1948
370000,"male","university",30,25588,2096
280000,"male","graduate_school",49,11797,6231
200000,"male","high_school",27,4484,195316
410000,"male","graduate_school",31,4182,0
220000,"male","university",30,15746,16780
80000,"male","high_school",25,78230,2289
80000,"female","graduate_school",37,2028,286
200000,"male","high_school",41,20950,182
50000,"male","university",45,942,942
400000,"male","graduate_school",66,279579,10700
230000,"female","university",24,1993,2360
170000,"female","university",27,97474,2932
20000,"male","high_school",24,14628,3000
250000,"female","graduate_school",28,176925,7000
140000,"female","high_school",28,800,7937
50000,"female","high_school",49,49195,47000
80000,"female","graduate_school",25,40764,2000
50000,"female","university",33,25658,1700
200000,"female","graduate_school",38,185155,6500
50000,"female","university",38,3239,1000
200000,"male","university",29,172325,6000
270000,"female","university",45,7088,1173
220000,"female","graduate_school",37,152197,6000
360000,"male","graduate_school",29,6001,5874
150000,"male","graduate_school",38,421504,17000
50000,"male","graduate_school",25,40181,1500
70000,"male","university",31,61177,5300
120000,"male","university",26,47733,3000
100000,"female","university",28,101080,0
180000,"male","university",27,11599,644
80000,"female","university",29,52533,5120
30000,"male","graduate_school",24,11080,0
100000,"female","graduate_school",28,102122,322
140000,"female","high_school",41,85698,1400
120000,"female","university",38,33814,1766
300000,"male","university",41,163033,5505
70000,"female","university",29,71232,2751
50000,"female","high_school",30,50332,4210
280000,"male","university",38,3300,0
170000,"female","graduate_school",25,8046,1085
30000,"female","high_school",38,11403,0
150000,"female","graduate_school",43,885,123
170000,"female","university",28,0,0
370000,"female","high_school",31,2804,1674
30000,"female","high_school",21,32179,0
50000,"male","high_school",49,26116,1500
310000,"male","university",41,324628,12000
10000,"male","high_school",33,1655,1473
70000,"female","university",46,70349,2600
200000,"female","university",37,7841,0
300000,"female","university",39,6192,4790
50000,"male","university",42,51614,2000
180000,"female","university",37,88275,2800
110000,"female","graduate_school",24,85123,2000
100000,"female","graduate_school",24,7576,15532
170000,"female","university",39,161277,5856
140000,"male","high_school",35,136324,5407
50000,"male","graduate_school",25,44477,2000
120000,"female","graduate_school",26,103452,4000
310000,"male","graduate_school",37,190704,7787
60000,"male","university",30,57041,2148
160000,"male","high_school",61,390,390
180000,"male","university",55,6854,560
290000,"female","university",39,228342,10600
260000,"female","graduate_school",29,15502,18000
220000,"male","graduate_school",47,85224,3209
300000,"female","university",37,51893,2000
120000,"male","graduate_school",34,-325,1000
500000,"female","graduate_school",34,412,138
280000,"female","graduate_school",46,11967,183
180000,"male","graduate_school",48,163461,8000
120000,"female","graduate_school",25,58106,2000
220000,"female","graduate_school",41,2500,0
200000,"male","university",33,98990,0
300000,"female","university",27,0,0
140000,"male","university",29,3300,1300
180000,"female","graduate_school",47,0,0
500000,"female","graduate_school",45,0,0
260000,"male","university",31,260783,1743
300000,"male","high_school",51,18341,19854
50000,"female","university",24,34069,0
280000,"female","university",39,213738,20300
100000,"male","university",28,0,0
60000,"female","high_school",44,63236,2500
230000,"female","high_school",44,54798,11632
80000,"male","university",39,145905,5107
200000,"female","other",34,6093,4310
50000,"female","university",25,35592,1800
100000,"female","high_school",30,46809,2000
180000,"male","university",45,119109,6000
280000,"female","university",37,213581,9000
110000,"male","high_school",27,71048,5000
90000,"male","graduate_school",31,90226,2500
500000,"female","university",41,6305,6332
50000,"female","graduate_school",32,20091,700
20000,"male","graduate_school",25,20052,1500
210000,"female","university",42,0,0
100000,"female","graduate_school",29,70205,4000
360000,"female","graduate_school",33,1616,3700
240000,"male","graduate_school",36,0,0
310000,"female","university",35,14332,1041
500000,"male","graduate_school",37,271115,15873
230000,"male","university",41,23216,10014
50000,"male","graduate_school",42,44350,0
80000,"female","graduate_school",29,33947,4000
80000,"male","graduate_school",26,77397,3328
320000,"female","graduate_school",45,0,0
50000,"female","university",38,7980,3000
450000,"male","graduate_school",31,10350,3629
100000,"female","university",36,78063,3500
440000,"female","graduate_school",39,388357,14193
190000,"female","university",29,0,0
50000,"female","university",39,0,0
450000,"female","graduate_school",45,0,0
100000,"female","university",28,95197,4050
80000,"female","university",43,24621,0
180000,"female","high_school",33,170126,5950
230000,"male","graduate_school",41,9360,9650
60000,"female","graduate_school",26,29649,0
120000,"female","university",30,1248,1701
120000,"female","university",29,122842,6500
40000,"female","graduate_school",35,26801,10000
100000,"female","university",35,98118,3500
150000,"female","university",27,9377,11908
300000,"male","graduate_school",29,22391,4018
80000,"female","high_school",23,22852,3200
340000,"female","university",29,43733,16787
340000,"male","graduate_school",33,8427,10300
360000,"female","graduate_school",39,1070,0
200000,"male","graduate_school",60,12716,12453
50000,"male","graduate_school",29,14497,0
710000,"female","graduate_school",32,28585,3561
220000,"female","university",34,93815,4300
120000,"male","university",25,63119,2200
200000,"female","graduate_school",29,7523,3000
20000,"male","university",51,18673,1297
10000,"female","university",34,8014,1300
350000,"female","graduate_school",43,6337,4300
60000,"female","other",22,61094,3000
260000,"male","high_school",39,3518,0
160000,"female","university",25,5536,15046
230000,"female","university",46,782,316
50000,"female","university",27,19410,3000
230000,"female","university",36,858,885
20000,"male","high_school",53,16854,1500
70000,"male","university",42,59130,2272
20000,"male","high_school",27,36908,0
280000,"male","graduate_school",30,17913,380
470000,"female","university",43,5631,404
20000,"male","university",54,18398,2000
50000,"male","university",48,40931,1880
120000,"male","university",26,16068,1134
90000,"male","university",33,56291,3000
240000,"female","graduate_school",38,3816,3816
140000,"female","university",36,326,501
100000,"male","graduate_school",42,2206,0
180000,"female","university",30,63182,2166
30000,"female","graduate_school",28,30497,1800
150000,"male","university",43,122084,5000
160000,"male","high_school",25,31400,0
230000,"male","graduate_school",44,5419,3306
120000,"female","high_school",42,2207,263
50000,"female","university",43,17870,1500
130000,"female","graduate_school",27,0,0
30000,"male","university",47,24081,6155
210000,"female","graduate_school",40,206803,7876
350000,"female","university",39,0,0
240000,"female","university",29,81274,3101
130000,"male","university",32,65599,3000
50000,"male","university",52,49854,2500
80000,"female","university",36,19671,1700
300000,"male","university",38,374,2000
500000,"female","university",25,37797,3050
10000,"female","university",22,0,0
20000,"male","high_school",24,-1400,0
150000,"female","high_school",29,3850,227
180000,"female","graduate_school",31,151776,9300
200000,"female","graduate_school",46,10687,18031
200000,"female","other",42,149351,3925
90000,"female","graduate_school",44,539,0
220000,"female","university",40,8359,14518
200000,"female","graduate_school",47,935,1418
380000,"male","graduate_school",40,245069,12000
240000,"male","graduate_school",35,2024,2017
170000,"male","university",48,137823,5396
210000,"female","graduate_school",30,0,820
210000,"male","university",38,101776,1032
250000,"female","other",33,211084,6934
420000,"female","graduate_school",45,412289,16272
150000,"female","university",34,39465,4000
80000,"male","graduate_school",30,40276,5000
150000,"female","graduate_school",47,39139,15374
30000,"female","university",43,28264,2000
280000,"female","graduate_school",36,17951,6094
100000,"male","university",30,416,416
120000,"male","graduate_school",36,24466,4500
230000,"female","high_school",48,-5,4587
60000,"male","university",39,59929,2110
140000,"female","other",36,91226,4182
200000,"male","high_school",65,183653,7130
130000,"female","high_school",27,129150,5300
100000,"female","graduate_school",28,10886,1300
140000,"female","university",25,140286,6500
80000,"male","high_school",52,77185,5000
220000,"male","university",39,187665,0
150000,"female","graduate_school",33,20441,6549
20000,"female","graduate_school",38,1925,500
80000,"male","university",50,72269,4000
380000,"male","graduate_school",33,70591,10000
20000,"female","high_school",22,19393,0
80000,"female","university",44,22771,1239
20000,"male","high_school",43,15921,1280
50000,"male","high_school",51,0,0
60000,"female","university",25,995,7353
150000,"female","other",38,0,0
150000,"female","graduate_school",37,0,0
170000,"female","university",28,169531,8000
50000,"female","high_school",34,60170,3000
50000,"female","university",23,25421,2000
100000,"female","university",24,84098,1000
200000,"female","university",48,-1123,4165
200000,"female","graduate_school",41,10529,1940
30000,"male","university",37,27526,1714
30000,"female","high_school",23,15947,0
360000,"female","university",33,3231,9666
360000,"female","university",54,277688,10450
210000,"male","high_school",49,27984,1500
30000,"female","university",23,34048,0
100000,"male","graduate_school",30,94432,0
120000,"male","university",30,69443,3200
310000,"female","university",31,86082,3550
210000,"female","university",52,815,815
400000,"female","graduate_school",30,14013,5460
210000,"female","graduate_school",28,2568,52720
150000,"female","graduate_school",46,135748,5000
200000,"female","high_school",26,0,0
70000,"female","university",33,56778,20000
200000,"male","university",31,173103,6500
280000,"male","graduate_school",29,10660,5123
50000,"male","university",57,46540,2770
170000,"female","high_school",40,166305,7800
80000,"female","graduate_school",33,0,747
50000,"female","high_school",28,40527,2500
290000,"male","graduate_school",40,97193,6000
130000,"male","university",50,122079,7700
30000,"male","other",38,30000,0
30000,"female","university",27,17845,3384
260000,"male","university",37,255691,14000
360000,"female","graduate_school",31,1041,5821
360000,"male","graduate_school",46,92961,10125
20000,"male","graduate_school",28,8469,0
50000,"male","high_school",24,48497,2089
200000,"female","graduate_school",31,4938,2286
50000,"male","high_school",54,55518,3000
150000,"male","graduate_school",33,27221,5000
300000,"female","university",32,139578,6000
450000,"male","university",48,18659,389
270000,"male","graduate_school",32,0,0
220000,"male","graduate_school",32,5359,4217
50000,"female","university",23,33713,5012
500000,"female","university",40,240927,1093
220000,"male","university",39,103159,5000
430000,"female","graduate_school",33,40984,10000
240000,"female","graduate_school",34,4970,0
240000,"female","university",38,197231,6702
60000,"female","university",44,61049,0
130000,"female","high_school",44,632,0
110000,"female","university",29,56073,4500
320000,"male","graduate_school",30,5562,6091
160000,"male","university",52,390,780
30000,"female","university",45,5239,0
110000,"female","university",43,92244,4500
50000,"female","university",23,48668,4034
20000,"female","university",26,16385,1700
230000,"female","other",35,4793,6336
400000,"female","university",29,52875,55544
200000,"female","university",49,80528,4000
220000,"female","university",27,1051,735
60000,"male","university",49,81411,38709
110000,"female","university",39,93111,3226
250000,"male","graduate_school",34,279640,65000
80000,"female","university",34,63619,2500
210000,"female","graduate_school",37,0,732
180000,"female","university",29,100534,5364
20000,"female","university",23,16235,2200
200000,"female","graduate_school",58,283,5361
90000,"male","university",26,70182,0
90000,"female","university",24,84137,3210
300000,"female","graduate_school",25,315632,0
150000,"female","graduate_school",30,217,0
240000,"male","graduate_school",28,227346,8308
50000,"female","university",23,48409,1605
120000,"female","university",24,112336,4200
50000,"female","university",48,1309,1000
180000,"male","graduate_school",48,167140,8000
100000,"male","high_school",30,92218,3435
130000,"female","university",29,113203,4200
150000,"male","graduate_school",56,116928,5006
420000,"male","graduate_school",43,8100,14274
280000,"female","university",42,185147,5000
360000,"female","university",37,1066,0
210000,"female","other",27,0,0
170000,"male","university",42,162880,8000
360000,"female","graduate_school",26,2500,0
20000,"female","university",58,17895,13605
100000,"female","graduate_school",39,97284,4700
20000,"male","university",22,14542,0
150000,"female","university",25,3303,125
50000,"female","university",33,49633,24
500000,"male","graduate_school",32,15491,12992
20000,"female","university",23,17049,15000
140000,"female","university",26,9589,70000
180000,"female","university",35,8694,1500
260000,"male","university",35,-48,4261
80000,"female","university",61,0,0
50000,"male","other",49,36869,1615
20000,"female","graduate_school",22,-9,0
130000,"female","university",45,1980,0
200000,"female","graduate_school",38,5221,6877
330000,"male","graduate_school",42,241191,10000
50000,"female","high_school",24,57396,2500
280000,"male","graduate_school",28,139719,6000
50000,"male","university",22,22616,1668
130000,"female","university",44,128854,4000
50000,"female","university",40,21696,1383
50000,"female","high_school",55,390,390
310000,"female","university",41,530,7233
320000,"female","university",42,8144,0
50000,"male","high_school",31,5458,2000
60000,"male","university",24,836,836
310000,"female","graduate_school",47,131559,17839
310000,"male","graduate_school",32,59901,10020
50000,"female","university",29,26159,1800
190000,"male","graduate_school",45,181814,7035
360000,"female","university",39,366965,12709
150000,"female","graduate_school",29,46224,1600
240000,"male","graduate_school",50,2115,0
50000,"female","graduate_school",24,45049,0
150000,"female","university",33,46006,2000
500000,"female","university",48,185627,8000
70000,"female","graduate_school",31,2400,0
100000,"female","university",41,97031,3500
50000,"female","graduate_school",23,1300,628
110000,"female","university",29,60101,2505
50000,"female","university",28,48198,2195
180000,"male","graduate_school",31,3580,0
190000,"female","other",30,198098,4515
320000,"female","university",55,11973,4093
230000,"female","university",33,9530,7000
250000,"male","university",40,142477,7000
130000,"female","university",40,1445,1445
180000,"female","university",34,59076,3000
70000,"female","university",46,86919,3000
240000,"female","graduate_school",35,3664,5770
200000,"female","graduate_school",38,15099,6370
30000,"male","high_school",30,2400,0
50000,"male","graduate_school",38,47036,1704
100000,"female","university",31,91192,4000
310000,"female","graduate_school",29,594,477
130000,"male","graduate_school",30,90864,16000
360000,"female","graduate_school",29,0,0
290000,"female","high_school",49,301651,34905
330000,"male","university",42,118601,4101
150000,"female","university",28,12272,4447
210000,"female","university",36,124011,5011
100000,"female","university",27,96191,3504
340000,"female","university",31,33639,5000
100000,"male","university",34,-342,0
210000,"female","graduate_school",33,1345,6087
220000,"female","university",36,195725,8200
150000,"female","university",26,4181,26034
180000,"female","graduate_school",27,0,1530
130000,"female","university",25,0,0
260000,"female","university",27,71865,5000
90000,"female","high_school",23,119836,30000
20000,"male","university",23,10478,1193
130000,"female","university",32,51559,0
130000,"female","university",24,-10,0
490000,"male","graduate_school",43,25916,14187
350000,"female","high_school",64,30726,3000
100000,"female","graduate_school",31,0,0
240000,"male","university",37,45070,1900
260000,"female","university",31,166071,7000
30000,"female","high_school",60,11575,1600
180000,"female","university",43,7823,9549
200000,"male","high_school",30,144933,7000
100000,"male","university",39,74053,3274
200000,"female","university",34,2500,9814
110000,"female","high_school",36,2309,1002
140000,"male","university",34,70649,3100
200000,"female","university",33,15126,3000
240000,"male","graduate_school",35,2007,21817
440000,"female","university",44,70548,20000
390000,"male","high_school",35,55213,10000
140000,"male","university",42,127939,5059
200000,"male","university",29,7468,30035
100000,"male","high_school",49,99721,3500
110000,"male","university",42,70265,5000
220000,"male","graduate_school",39,38647,2017
260000,"female","graduate_school",29,470,0
100000,"male","graduate_school",32,13565,1000
90000,"female","graduate_school",38,2346,15271
30000,"female","university",28,28347,2000
20000,"female","university",46,15481,1600
230000,"female","university",28,7539,6500
150000,"male","high_school",45,389,350
260000,"female","graduate_school",33,1900,0
70000,"female","graduate_school",29,40048,1700
50000,"male","graduate_school",26,15329,1500
130000,"female","university",30,21996,3000
160000,"female","high_school",30,2215,8977
50000,"female","university",24,45404,1700
230000,"male","graduate_school",39,38395,2500
180000,"female","graduate_school",33,4019,1550
100000,"female","graduate_school",30,89242,4200
80000,"female","high_school",27,18094,1034
30000,"female","university",39,29758,1500
180000,"female","university",44,161186,10000
180000,"male","university",30,440,30404
60000,"female","university",47,9253,50000
400000,"female","university",46,43405,15000
320000,"male","university",32,281017,10454
50000,"male","high_school",49,48245,1286
210000,"female","graduate_school",41,-28,0
310000,"male","graduate_school",34,493,0
